price
5.0
6.0
13.0
13.0
31.0
58.0
72.0
201.0
11.0
12.0
21.0
10.0
14.0
7.0
70.0
119.0
8.0
12.0
5.0
20.0
5.0
15.0
7.0
8.0
5.0
227.0
32.0
151.0
6.0
6.0
30.0
7.0
8.0
28.0
5.0
28.0
6.0
7.0
8.0
18.0
15.0
91.0
47.0
129.0
30.0
15.0
5.0
5.0
19.0
5.0
66.0
7.0
15.0
27.0
14.0
5.0
6.0
30.0
5.0
5.0
175.0
11.0
23.0
6.0
8.0
17.0
52.0
33.0
8.0
5.0
14.0
11.0
5.0
69.0
6.0
7.0
5.0
6.0
9.0
5.0
760.0
13.0
19.0
5.0
26.0
9.0
64.0
117.0
7.0
129.0
116.0
79.0
7.0
72.0
7.0
26.0
19.0
500.0
56.0
5.0
5.0
514.0
46.0
75.0
36.0
42.0
65.0
8.0
8.0
6.0
6.0
20.0
45.0
5.0
17.0
31.0
7.0
6.0
7.0
16.0
24.0
10.0
7.0
160.0
114.0
16.0
5.0
13.0
6.0
446.0
11.0
11.0
44.0
599.0
5.0
15.0
20.0
32.0
41.0
9.0
5.0
5.0
6.0
11.0
5.0
8.0
11.0
6.0
5.0
21.0
5.0
34.0
14.0
10.0
8.0
6.0
55.0
20.0
13.0
5.0
5.0
12.0
7.0
6.0
7.0
6.0
14.0
6.0
19.0
6.0
8.0
10.0
9.0
13.0
6.0
9.0
69.0
5.0
25.0
16.0
15.0
8.0
10.0
9.0
23.0
5.0
27.0
32.0
21.0
20.0
50.0
11.0
11.0
26.0
8.0
10.0
12.0
7.0
5.0
85.0
8.0
25.0
7.0
26.0
22.0
6.0
5.0
10.0
9.0
5.0
29.0
7.0
5.0
7.0
6.0
14.0
9.0
17.0
38.0
15.0
49.0
94.0
16.0
176.0
135.0
45.0
18.0
5.0
13.0
28.0
19.0
462.0
5.0
10.0
9.0
23.0
71.0
14.0
44.0
5.0
182.0
12.0
10.0
191.0
21.0
17.0
11.0
8.0
353.0
16.0
27.0
7.0
51.0
25.0
7.0
9.0
16.0
207.0
6.0
5.0
10.0
25.0
146.0
10.0
31.0
196.0
41.0
6.0
81.0
7.0
5.0
116.0
34.0
6.0
67.0
5.0
5.0
5.0
6.0
96.0
12.0
11.0
5.0
71.0
5.0
5.0
13.0
14.0
5.0
15.0
27.0
8.0
7.0
8.0
10.0
10.0
21.0
5.0
16.0
6.0
8.0
5.0
5.0
20.0
24.0
25.0
6.0
5.0
6.0
5.0
13.0
19.0
74.0
11.0
9.0
10.0
167.0
28.0
10.0
5.0
9.0
8.0
9.0
22.0
11.0
22.0
6.0
6.0
7.0
27.0
15.0
191.0
16.0
57.0
26.0
6.0
53.0
5.0
32.0
22.0
9.0
7.0
16.0
53.0
24.0
54.0
67.0
5.0
171.0
6.0
26.0
25.0
5.0
68.0
8.0
120.0
6.0
7.0
22.0
134.0
6.0
10.0
19.0
6.0
58.0
24.0
5.0
91.0
102.0
28.0
11.0
21.0
32.0
112.0
194.0
39.0
20.0
6.0
12.0
11.0
16.0
20.0
5.0
19.0
26.0
16.0
43.0
19.0
16.0
19.0
14.0
6.0
7.0
6.0
9.0
10.0
22.0
7.0
17.0
28.0
6.0
17.0
11.0
42.0
92.0
5.0
6.0
27.0
56.0
7.0
120.0
116.0
9.0
57.0
19.0
16.0
24.0
68.0
5.0
10.0
37.0
5.0
13.0
8.0
63.0
19.0
36.0
6.0
21.0
34.0
5.0
9.0
28.0
5.0
8.0
5.0
15.0
7.0
8.0
15.0
11.0
5.0
52.0
29.0
100.0
6.0
12.0
5.0
11.0
41.0
8.0
13.0
25.0
69.0
17.0
13.0
11.0
37.0
12.0
19.0
40.0
8.0
5.0
14.0
42.0
12.0
9.0
45.0
41.0
70.0
7.0
11.0
5.0
6.0
7.0
10.0
196.0
23.0
7.0
13.0
15.0
69.0
24.0
23.0
41.0
37.0
5.0
118.0
9.0
165.0
5.0
13.0
36.0
34.0
39.0
15.0
17.0
24.0
27.0
11.0
9.0
20.0
11.0
12.0
8.0
85.0
59.0
5.0
189.0
19.0
8.0
32.0
6.0
5.0
8.0
192.0
26.0
90.0
15.0
5.0
81.0
9.0
13.0
5.0
29.0
20.0
5.0
23.0
5.0
13.0
157.0
6.0
8.0
38.0
49.0
120.0
18.0
28.0
5.0
22.0
5.0
9.0
9.0
7.0
90.0
131.0
7.0
136.0
11.0
7.0
25.0
70.0
5.0
9.0
8.0
45.0
5.0
7.0
41.0
5.0
9.0
10.0
21.0
30.0
149.0
8.0
7.0
5.0
15.0
161.0
7.0
267.0
18.0
10.0
55.0
5.0
69.0
7.0
24.0
8.0
6.0
29.0
7.0
13.0
408.0
21.0
22.0
8.0
10.0
11.0
